ProjectName,TeamName,MeasureName,SeriesName,TimePeriod,Team Active Status,Value1,Value2
HMC Campaign - Best Care Always,Al Wakra Hospital - Medical Intensive Care Unit (MICU),CCP14 - Percent of patients assessed with a high risk for a VTE who received appropriate follow-up treatment,Al Wakra Hospital - Medical Intensive Care Unit (MICU),10/1/2014 12:00:00 AM,True,7,7
HMC Campaign - Best Care Always,Al Wakra Hospital - Medical Intensive Care Unit (MICU),CCP14 - Percent of patients assessed with a high risk for a VTE who received appropriate follow-up treatment,Al Wakra Hospital - Medical Intensive Care Unit (MICU),11/1/2014 12:00:00 AM,True,15,15
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO01 - VAP Rate,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,11/1/2013 12:00:00 AM,True,="0",22
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO01 - VAP Rate,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,12/1/2013 12:00:00 AM,True,="0",10
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO01 - VAP Rate,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,1/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO01 - VAP Rate,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,2/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO01 - VAP Rate,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,3/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO01 - VAP Rate,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,4/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO01 - VAP Rate,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,5/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO01 - VAP Rate,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,6/1/2014 12:00:00 AM,True,="0",2
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO01 - VAP Rate,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,7/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO01 - VAP Rate,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,8/1/2014 12:00:00 AM,True,="0",12
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO01 - VAP Rate,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,9/1/2014 12:00:00 AM,True,="0",4
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO01 - VAP Rate,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,10/1/2014 12:00:00 AM,True,="0",1
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO01 - VAP Rate,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,11/1/2014 12:00:00 AM,True,="0",2
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO01 - VAP Rate,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,12/1/2014 12:00:00 AM,True,="0",1
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO03 - Percent Reintubation,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),11/1/2013 12:00:00 AM,True,1,4
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO03 - Percent Reintubation,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),12/1/2013 12:00:00 AM,True,="0",3
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO03 - Percent Reintubation,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),1/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO03 - Percent Reintubation,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),2/1/2014 12:00:00 AM,True,="0",1
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO03 - Percent Reintubation,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),3/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO03 - Percent Reintubation,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),4/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO03 - Percent Reintubation,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),5/1/2014 12:00:00 AM,True,="0",1
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO03 - Percent Reintubation,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),6/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO03 - Percent Reintubation,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),7/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO03 - Percent Reintubation,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),8/1/2014 12:00:00 AM,True,="0",9
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO03 - Percent Reintubation,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),9/1/2014 12:00:00 AM,True,="0",1
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO03 - Percent Reintubation,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),10/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO03 - Percent Reintubation,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),11/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,11/1/2013 12:00:00 AM,True,="0",30
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,12/1/2013 12:00:00 AM,True,="0",28
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,1/1/2014 12:00:00 AM,True,="0",6
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,2/1/2014 12:00:00 AM,True,="0",18
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,3/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,4/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,5/1/2014 12:00:00 AM,True,="0",6
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,6/1/2014 12:00:00 AM,True,="0",5
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,7/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,8/1/2014 12:00:00 AM,True,="0",11
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,9/1/2014 12:00:00 AM,True,="0",3
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,10/1/2014 12:00:00 AM,True,="0",20
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,11/1/2014 12:00:00 AM,True,="0",2
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO04 - Central Line Bloodstream Infection Rate (CLABSI),Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,12/1/2014 12:00:00 AM,True,="0",4
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO08 - Incidence (rate) of inpatient hospital-onset Methicillin-resistant Staphylococcus Aureus,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,11/1/2013 12:00:00 AM,True,="0",201
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO08 - Incidence (rate) of inpatient hospital-onset Methicillin-resistant Staphylococcus Aureus,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,12/1/2013 12:00:00 AM,True,="0",284
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO08 - Incidence (rate) of inpatient hospital-onset Methicillin-resistant Staphylococcus Aureus,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,1/1/2014 12:00:00 AM,True,="0",353
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO08 - Incidence (rate) of inpatient hospital-onset Methicillin-resistant Staphylococcus Aureus,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,2/1/2014 12:00:00 AM,True,="0",244
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO08 - Incidence (rate) of inpatient hospital-onset Methicillin-resistant Staphylococcus Aureus,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,3/1/2014 12:00:00 AM,True,="0",173
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO08 - Incidence (rate) of inpatient hospital-onset Methicillin-resistant Staphylococcus Aureus,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,4/1/2014 12:00:00 AM,True,="0",250
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO08 - Incidence (rate) of inpatient hospital-onset Methicillin-resistant Staphylococcus Aureus,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,5/1/2014 12:00:00 AM,True,="0",284
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO08 - Incidence (rate) of inpatient hospital-onset Methicillin-resistant Staphylococcus Aureus,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,6/1/2014 12:00:00 AM,True,="0",248
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO08 - Incidence (rate) of inpatient hospital-onset Methicillin-resistant Staphylococcus Aureus,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,7/1/2014 12:00:00 AM,True,="0",225
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO08 - Incidence (rate) of inpatient hospital-onset Methicillin-resistant Staphylococcus Aureus,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,8/1/2014 12:00:00 AM,True,="0",348
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO08 - Incidence (rate) of inpatient hospital-onset Methicillin-resistant Staphylococcus Aureus,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,9/1/2014 12:00:00 AM,True,="0",218
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO08 - Incidence (rate) of inpatient hospital-onset Methicillin-resistant Staphylococcus Aureus,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,10/1/2014 12:00:00 AM,True,="0",220
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO08 - Incidence (rate) of inpatient hospital-onset Methicillin-resistant Staphylococcus Aureus,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,11/1/2014 12:00:00 AM,True,="0",270
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCO08 - Incidence (rate) of inpatient hospital-onset Methicillin-resistant Staphylococcus Aureus,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,12/1/2014 12:00:00 AM,True,="0",240
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP02 - Percent compliance with central line insertion bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,11/1/2013 12:00:00 AM,True,="0",1
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP02 - Percent compliance with central line insertion bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,12/1/2013 12:00:00 AM,True,="0",1
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP02 - Percent compliance with central line insertion bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,1/1/2014 12:00:00 AM,True,1,2
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP02 - Percent compliance with central line insertion bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,2/1/2014 12:00:00 AM,True,2,3
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP02 - Percent compliance with central line insertion bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,3/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP02 - Percent compliance with central line insertion bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,4/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP02 - Percent compliance with central line insertion bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,5/1/2014 12:00:00 AM,True,1,1
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP02 - Percent compliance with central line insertion bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,6/1/2014 12:00:00 AM,True,1,3
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP02 - Percent compliance with central line insertion bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,7/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP02 - Percent compliance with central line insertion bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,8/1/2014 12:00:00 AM,True,6,6
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP02 - Percent compliance with central line insertion bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,9/1/2014 12:00:00 AM,True,1,1
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP02 - Percent compliance with central line insertion bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,10/1/2014 12:00:00 AM,True,3,3
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP02 - Percent compliance with central line insertion bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,11/1/2014 12:00:00 AM,True,2,2
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP02 - Percent compliance with central line insertion bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,12/1/2014 12:00:00 AM,True,2,2
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,12/1/2013 12:00:00 AM,True,="0",1
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,1/1/2014 12:00:00 AM,True,="0",2
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,2/1/2014 12:00:00 AM,True,="0",3
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,3/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,4/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,5/1/2014 12:00:00 AM,True,1,1
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,6/1/2014 12:00:00 AM,True,1,1
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,7/1/2014 12:00:00 AM,True,="0",="0"
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,8/1/2014 12:00:00 AM,True,3,6
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,9/1/2014 12:00:00 AM,True,="0",1
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,10/1/2014 12:00:00 AM,True,2,2
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,11/1/2014 12:00:00 AM,True,2,2
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP03 - Percent compliance with central venous catheter (CVC) maintenance bundle,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,12/1/2014 12:00:00 AM,True,1,2
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP04 - Percent compliance with hand hygiene,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,11/1/2013 12:00:00 AM,True,168,183
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP04 - Percent compliance with hand hygiene,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,12/1/2013 12:00:00 AM,True,500,580
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP04 - Percent compliance with hand hygiene,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,1/1/2014 12:00:00 AM,True,168,183
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP04 - Percent compliance with hand hygiene,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,2/1/2014 12:00:00 AM,True,253,281
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP04 - Percent compliance with hand hygiene,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,3/1/2014 12:00:00 AM,True,452,487
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP04 - Percent compliance with hand hygiene,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,4/1/2014 12:00:00 AM,True,364,402
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP04 - Percent compliance with hand hygiene,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,5/1/2014 12:00:00 AM,True,271,303
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP04 - Percent compliance with hand hygiene,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,6/1/2014 12:00:00 AM,True,300,326
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP04 - Percent compliance with hand hygiene,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,7/1/2014 12:00:00 AM,True,386,424
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP04 - Percent compliance with hand hygiene,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,8/1/2014 12:00:00 AM,True,191,211
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP04 - Percent compliance with hand hygiene,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,9/1/2014 12:00:00 AM,True,320,354
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP04 - Percent compliance with hand hygiene,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,10/1/2014 12:00:00 AM,True,277,296
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP04 - Percent compliance with hand hygiene,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,11/1/2014 12:00:00 AM,True,522,555
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP04 - Percent compliance with hand hygiene,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU) ,12/1/2014 12:00:00 AM,True,247,269
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP11 - Percent achievement of multi-disciplinary rounds,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),6/1/2014 12:00:00 AM,True,17,20
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP11 - Percent achievement of multi-disciplinary rounds,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),7/1/2014 12:00:00 AM,True,20,20
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP11 - Percent achievement of multi-disciplinary rounds,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),8/1/2014 12:00:00 AM,True,20,20
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP11 - Percent achievement of multi-disciplinary rounds,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),9/1/2014 12:00:00 AM,True,20,20
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP11 - Percent achievement of multi-disciplinary rounds,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),10/1/2014 12:00:00 AM,True,15,20
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP11 - Percent achievement of multi-disciplinary rounds,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),11/1/2014 12:00:00 AM,True,20,20
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP11 - Percent achievement of multi-disciplinary rounds,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),12/1/2014 12:00:00 AM,True,20,20
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP12 - Percent achievement of multi-disciplinary rounds and daily goals (DG),Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),7/1/2014 12:00:00 AM,True,13,15
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP12 - Percent achievement of multi-disciplinary rounds and daily goals (DG),Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),8/1/2014 12:00:00 AM,True,20,20
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP12 - Percent achievement of multi-disciplinary rounds and daily goals (DG),Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),9/1/2014 12:00:00 AM,True,20,20
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP12 - Percent achievement of multi-disciplinary rounds and daily goals (DG),Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),10/1/2014 12:00:00 AM,True,15,20
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP12 - Percent achievement of multi-disciplinary rounds and daily goals (DG),Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),11/1/2014 12:00:00 AM,True,20,20
HMC Campaign - Best Care Always,Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),CCP12 - Percent achievement of multi-disciplinary rounds and daily goals (DG),Al Wakra Hospital - Neonatal Intensive Care Unit (NICU),12/1/2014 12:00:00 AM,True,20,20
